Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Gandy, O.H., Nemorin, S.","6603269727;57188874072;","Toward a political economy of nudge: smart city variations",2019,"Information Communication and Society","22","14",,"2112","2126",,3,"10.1080/1369118X.2018.1477969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047664348&doi=10.1080%2f1369118X.2018.1477969&partnerID=40&md5=37fba9d913bc177162de31a53aa51ee4",Article,"Final",,Scopus,2-s2.0-85047664348
"Janssen, M., Luthra, S., Mangla, S., Rana, N.P., Dwivedi, Y.K.","16199813000;43361407000;55735821600;50262828700;35239818900;","Challenges for adopting and implementing IoT in smart cities: An integrated MICMAC-ISM approach",2019,"Internet Research","29","6",,"1589","1616",,4,"10.1108/INTR-06-2018-0252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071592793&doi=10.1108%2fINTR-06-2018-0252&partnerID=40&md5=a156b23da24b904073ad273ecbe54872",Article,"Final",,Scopus,2-s2.0-85071592793
"Paricio, A., Lopez-Carmona, M.A.","56617352300;16234410700;","MuTraff: A smart-city multi-map traffic routing framework",2019,"Sensors (Switzerland)","19","24", 5342,"","",,,"10.3390/s19245342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076134317&doi=10.3390%2fs19245342&partnerID=40&md5=5766832e63265605ea680c83078920d7",Article,"Final",Open Access,Scopus,2-s2.0-85076134317
"Li, D., Ma, J., Cheng, T., van Genderen, J.L., Shao, Z.","34881852900;57201655993;57196022960;7003791000;7202244409;","Challenges and opportunities for the development of MEGACITIES",2019,"International Journal of Digital Earth","12","12",,"1382","1395",,2,"10.1080/17538947.2018.1512662","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052293285&doi=10.1080%2f17538947.2018.1512662&partnerID=40&md5=d86202e342049edc01d5338ea78ead4f",Review,"Final",,Scopus,2-s2.0-85052293285
"Webber, S., Johnston, B.","7103280590;11039775300;","The age-friendly media and information literate (#afmil) city: Combining policies and strategies for ageing populations in media and information rich societies.",2019,"Journal of Information Literacy","13","2",,"276","291",,,"10.11645/13.2.2672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076038498&doi=10.11645%2f13.2.2672&partnerID=40&md5=2ca19e9c392c9ca4d5fee76064e6821d",Article,"Final",Open Access,Scopus,2-s2.0-85076038498
"Li, R., Huang, Q., Chen, X., Zheng, B., Liu, H.","57207359257;55762124600;56609350600;57208158464;24528829100;","Factors affecting smart community service adoption intention: affective community commitment and motivation theory",2019,"Behaviour and Information Technology","38","12",,"1324","1336",,,"10.1080/0144929X.2019.1585475","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062443799&doi=10.1080%2f0144929X.2019.1585475&partnerID=40&md5=2b63bc676fd0134f314c81bb9739f35d",Article,"Final",,Scopus,2-s2.0-85062443799
"Kummitha, R.K.R.","56741234900;","Smart cities and entrepreneurship: An agenda for future research",2019,"Technological Forecasting and Social Change","149",, 119763,"","",,,"10.1016/j.techfore.2019.119763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074133827&doi=10.1016%2fj.techfore.2019.119763&partnerID=40&md5=b3c9589949b3183319ce6f5890d63936",Article,"Final",Open Access,Scopus,2-s2.0-85074133827
"Simonofski, A., Asensio, E.S., De Smedt, J., Snoeck, M.","57195637480;57194610184;57110895800;55968864600;","Hearing the Voice of Citizens in Smart City Design: The CitiVoice Framework",2019,"Business and Information Systems Engineering","61","6",,"665","678",,3,"10.1007/s12599-018-0547-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067227586&doi=10.1007%2fs12599-018-0547-z&partnerID=40&md5=076fd32592d5f2d73ba063deddbc28cb",Article,"Final",,Scopus,2-s2.0-85067227586
"Pan, Z., Lang, T., Li, C., Di, M., Chen, G., Kalay, Y., Pai, R., Wang, A.","57209200943;55936934400;57190293388;57202400830;57114902900;57211636040;57210396690;7404620487;","Visible light communication cyber-physical systems-on-chip for smart cities",2019,"Journal of Communications","14","12",,"1141","1146",,,"10.12720/jcm.14.12.1141-1146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074688300&doi=10.12720%2fjcm.14.12.1141-1146&partnerID=40&md5=553e31e024064afe39c575e27e308aa0",Article,"Final",,Scopus,2-s2.0-85074688300
"Lau, B.P.L., Marakkalage, S.H., Zhou, Y., Hassan, N.U., Yuen, C., Zhang, M., Tan, U.-X.","57193350530;57203873471;57113791600;26767900400;57200332371;55903835600;22235331000;","A survey of data fusion in smart city applications",2019,"Information Fusion","52",,,"357","374",,3,"10.1016/j.inffus.2019.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066074486&doi=10.1016%2fj.inffus.2019.05.004&partnerID=40&md5=38d4bd3f76f9bfdd456998359f5ab57b",Article,"Final",,Scopus,2-s2.0-85066074486
"Lim, Y., Edelenbos, J., Gianoli, A.","57209715907;6603168579;56928033400;","Identifying the results of smart city development: Findings from systematic literature review",2019,"Cities","95",, 102397,"","",,,"10.1016/j.cities.2019.102397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068526501&doi=10.1016%2fj.cities.2019.102397&partnerID=40&md5=8e97099104b9aae4f48d5eb888e0c2a8",Article,"Final",,Scopus,2-s2.0-85068526501
"Bakar, N.A., Selamat, A., Krejcar, O.","55016004200;24468984100;14719632500;","Improving agent quality in dynamic smart cities by implementing an agent quality management framework",2019,"Applied Sciences (Switzerland)","9","23", 5111,"","",,,"10.3390/app9235111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076083536&doi=10.3390%2fapp9235111&partnerID=40&md5=5a39f23abbf630fe8f909afb6fed9107",Article,"Final",Open Access,Scopus,2-s2.0-85076083536
"Husar, M., Ondrejicka, V.","45561266200;57190191589;","Social Innovations in Smart Cities – Case of Poprad",2019,"Mobile Networks and Applications","24","6",,"2043","2049",,1,"10.1007/s11036-018-01209-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059737961&doi=10.1007%2fs11036-018-01209-z&partnerID=40&md5=58b6f3fe8fe624840327d7928a7f1116",Article,"Final",,Scopus,2-s2.0-85059737961
"Nasiri, H., Nasehi, S., Goudarzi, M.","57193617401;57205438826;6602930658;","Evaluation of distributed stream processing frameworks for IoT applications in Smart Cities",2019,"Journal of Big Data","6","1", 52,"","",,1,"10.1186/s40537-019-0215-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067189458&doi=10.1186%2fs40537-019-0215-2&partnerID=40&md5=f00af6939f9a25ec2eabf0c3b0e8e072",Article,"Final",Open Access,Scopus,2-s2.0-85067189458
"Ghani, A.","57204281954;","Healthcare electronics—A step closer to future smart cities",2019,"ICT Express","5","4",,"256","260",,,"10.1016/j.icte.2018.01.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044942486&doi=10.1016%2fj.icte.2018.01.009&partnerID=40&md5=5820af935760c60628c7ec4ee0c265b1",Article,"Final",Open Access,Scopus,2-s2.0-85044942486
"Chaturvedi, K., Matheus, A., Nguyen, S.H., Kolbe, T.H.","57194052964;14035675100;7102911377;6701754379;","Securing Spatial Data Infrastructures for Distributed Smart City applications and services",2019,"Future Generation Computer Systems","101",,,"723","736",,,"10.1016/j.future.2019.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069588985&doi=10.1016%2fj.future.2019.07.002&partnerID=40&md5=7ddc978fe6030ea9713587f9150cac50",Article,"Final",Open Access,Scopus,2-s2.0-85069588985
"Fahmfam, G., Hamidi, H.","57208237722;55405371700;","Factors affecting the development and management of smart city approach using a combination of big data and the internet of things and cloud computing technologies",2019,"Iranian Journal of Information Processing Management","34","2",,"557","584",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064221042&partnerID=40&md5=15b527b5dc5147418dc19f7e26e1d77f",Article,"Final",,Scopus,2-s2.0-85064221042
"Warsi, N.A., Siddiqui, A.S., Kirmani, S., Sarwar, M.","57211852726;55184930700;55060686800;26428945800;","Impact Assessment of Microgrid in Smart Cities: Indian Perspective",2019,"Technology and Economics of Smart Grids and Sustainable Energy","4","1", 14,"","",,,"10.1007/s40866-019-0071-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075139639&doi=10.1007%2fs40866-019-0071-3&partnerID=40&md5=74d5560fd54f95c7725de4c3c067ae50",Article,"Final",Open Access,Scopus,2-s2.0-85075139639
"Bibri, S.E.","57116528800;","On the sustainability of smart and smarter cities in the era of big data: an interdisciplinary and transdisciplinary literature review",2019,"Journal of Big Data","6","1", 25,"","",,8,"10.1186/s40537-019-0182-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063043054&doi=10.1186%2fs40537-019-0182-7&partnerID=40&md5=bac2edd60afd7acee17d0c9d0e1ca5b1",Review,"Final",Open Access,Scopus,2-s2.0-85063043054
"Attoh, K., Wells, K., Cullen, D.","50460961000;55853641300;57209586268;","“We’re building their data”: Labor, alienation, and idiocy in the smart city",2019,"Environment and Planning D: Society and Space","37","6",,"1007","1024",,1,"10.1177/0263775819856626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068162878&doi=10.1177%2f0263775819856626&partnerID=40&md5=e88dda3105b308ef1dcfe9de4597a33b",Article,"Final",,Scopus,2-s2.0-85068162878
"Park, J.-H., Salim, M.M., Jo, J.H., Sicato, J.C.S., Rathore, S., Park, J.H.","57192682569;57209855755;57206475024;57210232215;57195505719;55665406600;","CIoT-Net: a scalable cognitive IoT based smart city network architecture",2019,"Human-centric Computing and Information Sciences","9","1", 29,"","",,1,"10.1186/s13673-019-0190-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070013156&doi=10.1186%2fs13673-019-0190-9&partnerID=40&md5=50d9c1cb45ab811be4de9b54cc431ed7",Article,"Final",Open Access,Scopus,2-s2.0-85070013156
"Farias, R.S., de Souza, R.M., McGregor, J.D., de Almeida, E.S.","57209222141;7102470350;7201769760;55666707600;","Designing smart city mobile applications: An initial grounded theory",2019,"Empirical Software Engineering","24","6",,"3255","3289",,,"10.1007/s10664-019-09723-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066895011&doi=10.1007%2fs10664-019-09723-8&partnerID=40&md5=0532ec7d244e5c891b2d09db3952b715",Article,"Final",,Scopus,2-s2.0-85066895011
"Sánchez, A.J., Rodríguez, S., de la Prieta, F., González, A.","55461640000;23390245600;36170379700;57209718722;","Adaptive interface ecosystems in smart cities control systems",2019,"Future Generation Computer Systems","101",,,"605","620",,,"10.1016/j.future.2019.06.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068528040&doi=10.1016%2fj.future.2019.06.029&partnerID=40&md5=b54be276d335305ded7a22dd4105d5dc",Article,"Final",,Scopus,2-s2.0-85068528040
"De Marsico, M., Mecca, A., Barra, S.","6508106114;55890993200;56005376300;","Walking in a smart city: Investigating the gait stabilization effect for biometric recognition via wearable sensors",2019,"Computers and Electrical Engineering","80",, 106501,"","",,,"10.1016/j.compeleceng.2019.106501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074662359&doi=10.1016%2fj.compeleceng.2019.106501&partnerID=40&md5=37873a884051d58fcd169d1fd0a68847",Article,"Final",,Scopus,2-s2.0-85074662359
"Galle, N.J., Nitoslawski, S.A., Pilla, F.","57210753578;56705617500;54411156200;","The Internet of Nature: How taking nature online can shape urban ecosystems",2019,"Anthropocene Review","6","3",,"279","287",,1,"10.1177/2053019619877103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074262422&doi=10.1177%2f2053019619877103&partnerID=40&md5=9e3a2b0604097d54094ce12f209537db",Article,"Final",,Scopus,2-s2.0-85074262422
"Colistra, J.","56035878000;","Innovations in Housing for Smart Cities",2019,"Journal of Architectural Engineering","25","4", 06019001,"","",,,"10.1061/(ASCE)AE.1943-5568.0000370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072624178&doi=10.1061%2f%28ASCE%29AE.1943-5568.0000370&partnerID=40&md5=617f6dfa0f591c26ce27eb49613d0015",Article,"Final",,Scopus,2-s2.0-85072624178
"Delitheou, V., Meleti, V., Athanassopoulos, C.G.E.","41761270800;57211670149;57211662507;","Green economy and smart city",2019,"Journal of Reliable Intelligent Environments","5","4",,"235","240",,,"10.1007/s40860-019-00092-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074789885&doi=10.1007%2fs40860-019-00092-z&partnerID=40&md5=71009d4513d8577f96406395e83d1db6",Article,"Final",,Scopus,2-s2.0-85074789885
"Hu, B., Feng, Y., Sun, J., Gao, Y., Tan, J.","57200644495;7404544436;57209881415;23088144600;7402302778;","Driving preference analysis and electricity pricing strategy comparison for electric vehicles in smart city",2019,"Information Sciences","504",,,"202","220",,,"10.1016/j.ins.2019.07.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068998254&doi=10.1016%2fj.ins.2019.07.039&partnerID=40&md5=4e411c4225b9c6f0e398c4ac8bc1de2b",Article,"Final",,Scopus,2-s2.0-85068998254
"Gong, Z., Li, X., Liu, J., Gong, Y.","57204534846;42161732500;57201488304;57204533326;","Machine learning in explaining nonprofit organizations’ participation: a driving factors analysis approach",2019,"Neural Computing and Applications","31","12",,"8267","8277",,1,"10.1007/s00521-018-3858-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055985950&doi=10.1007%2fs00521-018-3858-6&partnerID=40&md5=30380a8c69b9ce60727fd65da6a7e7cd",Article,"Final",,Scopus,2-s2.0-85055985950
"Sandoval, R.M., Garcia-Sanchez, A.-J., Garcia-Haro, J.","57192807619;7006576425;35464935800;","Performance optimization of LoRa nodes for the future smart city/industry",2019,"Eurasip Journal on Wireless Communications and Networking","2019","1", 200,"","",,,"10.1186/s13638-019-1522-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070462244&doi=10.1186%2fs13638-019-1522-1&partnerID=40&md5=96d0e4ae435da00826151d56c704d1c3",Article,"Final",Open Access,Scopus,2-s2.0-85070462244
"Ahuja, K., Khosla, A.","54790740400;15070883600;","A novel framework for data acquisition and ubiquitous communication provisioning in smart cities",2019,"Future Generation Computer Systems","101",,,"785","803",,,"10.1016/j.future.2019.07.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069698422&doi=10.1016%2fj.future.2019.07.029&partnerID=40&md5=30e8851c461e5f5b6cfb140cef317ab6",Article,"Final",,Scopus,2-s2.0-85069698422
"Luo, H., Cai, H., Yu, H., Sun, Y., Bi, Z., Jiang, L.","57209581959;8947292100;57193401486;57206700659;7102348549;35790172300;","A short-term energy prediction system based on edge computing for smart city",2019,"Future Generation Computer Systems","101",,,"444","457",,,"10.1016/j.future.2019.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068147974&doi=10.1016%2fj.future.2019.06.030&partnerID=40&md5=52308a3c6a7bf90d4d981c316adb3b9d",Article,"Final",,Scopus,2-s2.0-85068147974
"Miah, S.J., Vu, H.Q., Gammack, J.","24178573200;36081495000;6701716040;","A big-data analytics method for capturing visitor activities and flows: the case of an island country",2019,"Information Technology and Management","20","4",,"203","221",,1,"10.1007/s10799-019-00303-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066468344&doi=10.1007%2fs10799-019-00303-2&partnerID=40&md5=bc19ed14d29069be8df2a23c8e7b1cc4",Article,"Final",,Scopus,2-s2.0-85066468344
"Eldrandaly, K.A., Abdel-Basset, M., Abdel-Fatah, L.","12767383600;57195251300;57208572428;","PTZ-Surveillance coverage based on artificial intelligence for smart cities",2019,"International Journal of Information Management","49",,,"520","532",,1,"10.1016/j.ijinfomgt.2019.04.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065101879&doi=10.1016%2fj.ijinfomgt.2019.04.017&partnerID=40&md5=39386c9e7e068d5cf420d5b35f0ba4aa",Article,"Final",,Scopus,2-s2.0-85065101879
"Mattos, D.M.F., Velloso, P.B., Duarte, O.C.M.B.","54954387500;8837070000;7003515936;","An agile and effective network function virtualization infrastructure for the Internet of Things",2019,"Journal of Internet Services and Applications","10","1", 6,"","",,1,"10.1186/s13174-019-0106-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062938469&doi=10.1186%2fs13174-019-0106-y&partnerID=40&md5=ff5eb420ed8f6f40b7e6e9537bf628a8",Article,"Final",Open Access,Scopus,2-s2.0-85062938469
"Lee, K.M., Yoo, J., Kim, S.-W., Lee, J.-H., Hong, J.","56996411200;55663635400;55933677600;7601454104;8967541300;","Autonomic machine learning platform",2019,"International Journal of Information Management","49",,,"491","501",,2,"10.1016/j.ijinfomgt.2019.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068552680&doi=10.1016%2fj.ijinfomgt.2019.07.003&partnerID=40&md5=8b73b4586c1f1aa35dec61e4faf5340c",Article,"Final",,Scopus,2-s2.0-85068552680
"Kraus, S., Breier, M., Jones, P., Hughes, M.","57207720523;57204964013;55523712300;22985101600;","Individual entrepreneurial orientation and intrapreneurship in the public sector",2019,"International Entrepreneurship and Management Journal","15","4",,"1247","1268",,,"10.1007/s11365-019-00593-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068744624&doi=10.1007%2fs11365-019-00593-6&partnerID=40&md5=410c719c7f6f4b4ab9f530231a976f74",Article,"Final",,Scopus,2-s2.0-85068744624
